id,date,time,name,tweet,language,timestamp
1317525737243578369,2020-10-17,19:59:48,Partia Zieloni 🌻,"➡️Przedstawiciele COPA-COGECA swoje działania tłumaczą troską o konsumentów i konsumentki – podobno chodzi o to, żeby nie wprowadzać ich w błąd.  🐮W takim razie… Może warto zacząć od zweryfikowania nazw produktów mięsnych i mlecznych❓",pl,2020-10-17 19:59:48
1317525735263928320,2020-10-17,19:59:48,Partia Zieloni 🌻,🍔Poprawka nr 165 zakłada zakaz używania nazw kojarzonych z produktami mięsnymi dla produktów roślinnych.  🥛Pop. 171 rozszerzyłaby istniejące już na terenie UE ograniczenia związane ze stosowaniem nazw kojarzących się z nabiałem dla produktów roślinnych.  https://t.co/CW3OhYKnVI,pl,2020-10-17 19:59:48
1317478073550462977,2020-10-17,16:50:24,Partia Zieloni 🌻,"Musimy wspierać osoby w najgorszej sytuacji życiowej i stworzyć system ochrony socjalnej, który pozwoli poprawić ich sytuację.   📌 Wykażmy się solidarnością z osobami najuboższymi nie tylko dziś, nie tylko podczas pandemii, ale zawsze❗️",pl,2020-10-17 16:50:24
1317478068617871360,2020-10-17,16:50:23,Partia Zieloni 🌻,"📌 W Polsce dalej ponad 30 tysięcy pozostaje poza nawiasem społecznym, żyjąc bez dachu nad głową, bez żadnego schronienia. Większość z tych osób szuka pomocy i możliwości rozpoczęcia nowego życia w schroniskach czy noclegowniach.",pl,2020-10-17 16:50:23
1317478063630880768,2020-10-17,16:50:22,Partia Zieloni 🌻,"⚠️ Osoby najuboższe są w najgorszej sytuacji epidemicznej, gdyż często mają ograniczony dostęp do opieki zdrowotnej i środków ochrony osobistej. I tutaj samo 500+ nie rozwiąże problemu. Potrzebujemy nowej generacji systemu ochrony socjalnej.",pl,2020-10-17 16:50:22
1317478056991350785,2020-10-17,16:50:21,Partia Zieloni 🌻,"📌 Dziś obchodzimy Międzynarodowy Dzień Walki z Ubóstwem❗️  Tegoroczne obchody tego dnia są szczególne, ponieważ pandemia koronawirusa spotęgowała problemy najbiedniejszych ludzi na świecie.  https://t.co/1bYngIZHKM",pl,2020-10-17 16:50:21
1317402036238012417,2020-10-17,11:48:16,Partia Zieloni 🌻,"📌 Urszula Zielińska wiceprzewodniczącą Komisji Ochrony Środowiska, Zasobów Naturalnych i Leśnictwa❗ 💚  Gratulujemy!   Działaj z nami❗   https://t.co/SLu9Q19oj7  https://t.co/lvUHLrhb4c",pl,2020-10-17 11:48:16
1317101326266925061,2020-10-16,15:53:21,Partia Zieloni 🌻,"⚠️ Na prośbę mieszkańców, @GoTracz podjęła pilną interwencję, gdzie próbowano wejść do budynku, zamieszkałego przez skłot Pandemia. W ramach interwencji prowadzone były rozmowy z miastem, policją oraz z osobami wspierającymi skłot.   Więcej informacji wkrótce❗️  https://t.co/AbLoII4srI",pl,2020-10-16 15:53:21
1317061309565894656,2020-10-16,13:14:20,Partia Zieloni 🌻,"📌 Żądamy informacji o stanie państwa i przygotowania do dalszego rozwoju pandemii. Żądamy także nadania biegu projektowi Koalicji Obywatelskiej, który zapewni częste testy dla przedstawicieli i przedstawicielek zawodów medycznych.   Czytaj więcej 👇  https://t.co/lU31y1I9Qc",pl,2020-10-16 13:14:20
1317061308290924544,2020-10-16,13:14:20,Partia Zieloni 🌻,"👉 zorganizować dodatkowy sprzęt ochrony osobistej, w tym - sprzęt jednorazowy 👉 stworzyć realny system udzielania pomocy pacjentom zakażonym/z podejrzeniem zakażenia - tak, aby nie mieszali się oni z pacjentami zdrowymi.",pl,2020-10-16 13:14:20
1317061306814517248,2020-10-16,13:14:20,Partia Zieloni 🌻,Rząd PiS przespał ostatnie kilka miesięcy. W tym czasie można było  https://t.co/5NEvpwAHvy.:  👉 dobrze przeszkolić personel do obsługi respiratora i wentylacji pacjentów 👉 zabezpieczyć dodatkowe miejsca dla pacjentów z potwierdzonym i podejrzewanym zakażeniem,pl,2020-10-16 13:14:20
