id,conversation_id,date,time,tweet,language,timestamp
1318183038128431104,1318136973731762176,2020-10-19,15:31:41,@Platforma_org Pan Pszoniak już pół roku temu nie wyglądał najlepiej .😟😟😟  https://t.co/69CDOMxeuE,pl,2020-10-19 15:31:41
1318164678003118085,1318136973731762176,2020-10-19,14:18:44,@Platforma_org Nie kojarzę typa. Kim on był?,pl,2020-10-19 14:18:44
1318161427258028033,1318136973731762176,2020-10-19,14:05:49,@Platforma_org Nie świruj .,pl,2020-10-19 14:05:49
1318158663123697665,1318136973731762176,2020-10-19,13:54:50,"@Platforma_org Za szybko, dlaczego",pl,2020-10-19 13:54:50
1318150676409651206,1318136973731762176,2020-10-19,13:23:05,@Platforma_org Dla was jeszcze większa strata.👇👇👇 R.I.P.  https://t.co/hDjQHq1DvF,pl,2020-10-19 13:23:05
1318149842401660932,1318136973731762176,2020-10-19,13:19:47,"@Platforma_org No,i jak??!! Długo,świrować można co,pedagog jpdl ,coś wspomnieli o kulturze co,a co było sztuko co🕯️🤏 Polska to nienormalonośc co.",pl,2020-10-19 13:19:47
1318142565863067649,1316664770922196992,2020-10-19,12:50:52,"@Platforma_org @bbudka 8  lat  rządziliście   zlodzieje   wasale  niemieccy  z  PO   pinindzy  nie  ma  i  nie  będzie,  a  wystarczy  nie  kraść",pl,2020-10-19 12:50:52
1318142317421907970,1316664770922196992,2020-10-19,12:49:53,"@Platforma_org @bbudka wasale    niemieccy....stan  umysłowy    folksdojcza, bolszewika, żyda  pederasty  z  PO  wasali  niemieckich, miłośników  niemieckiego  landu  w  islamskim  smrodzie,  co  dla  was    zdrajcy  zlodzieje oprawcy  Polski   znaczy  Polska  Polacy",pl,2020-10-19 12:49:53
1318140227068755968,1318136973731762176,2020-10-19,12:41:34,"@Platforma_org @Platforma_org Pan Pszoniak tak pięknie potrafił lżyć niepełnosprawnych i z tak wielkim zaangażowaniem szkalował TENKRAJ, cudownie potrafił ubliżać większości społeczeństwa polskiego.",pl,2020-10-19 12:41:34
1318140049666564096,1318136973731762176,2020-10-19,12:40:52,@Platforma_org (i),und,2020-10-19 12:40:52
1318136565772750848,1318136565772750848,2020-10-19,12:27:01,@Platforma_org i @neniambulance,und,2020-10-19 12:27:01
1318123269354999809,1316664770922196992,2020-10-19,11:34:11,@Platforma_org @bbudka Umiesz liczyć tylko do pięciu?,pl,2020-10-19 11:34:11
1318090367753981952,1318087156427051008,2020-10-19,09:23:27,@Platforma_org @CTomczyk Wy zacznijcie od rzeczy prostych. Naprawa Czajki w Warszawie czy doprowadzenie MPK do normalnego stanu we Wrocławiu. Później może będziecie mogli brać się za rzeczy poważne,pl,2020-10-19 09:23:27
