id,conversation_id,date,time,tweet,language,timestamp
1318183518090964993,1318183518090964993,2020-10-19,15:33:36,@KONFEDERACJA_ - jesteście żenujący.   https://t.co/aeYknY33Jj,pl,2020-10-19 15:33:36
1318182097715122176,1318179855268270081,2020-10-19,15:27:57,@KONFEDERACJA_ Jako wasz wyborca cieszę się z waszej aktywności natomiast obawiam się o to jak ta aktywność nie raz wygląda.,pl,2020-10-19 15:27:57
1318181887798554625,1318163139498827778,2020-10-19,15:27:07,"@KONFEDERACJA_ @witoldstoch Durnoty nie sieją , durnota sama w ekran wchodzi .",pl,2020-10-19 15:27:07
1318181795276488704,1318181583107596288,2020-10-19,15:26:45,"19 X 1984 r. w pobliżu wioski Górsk koło Torunia funkcjonariusze IV Departamentu MSW, zajmującego się zwalczaniem Kościoła, uprowadzili, a następnie zamordowali ks. Jerzego Popiełuszkę, duszpasterza ludzi pracy, kapelana Solidarności, organizatora Mszy św. za Ojczyznę.",pl,2020-10-19 15:26:45
1318181397710950401,1318154247347851264,2020-10-19,15:25:10,"@KONFEDERACJA_ @Kulesza_pl W połowie września,JKM ogłosił zakończenie pandemii po czym zgolił brodę.",pl,2020-10-19 15:25:10
1318179864172810240,1318179855268270081,2020-10-19,15:19:04,"Jesteśmy gotowi na ciężka pracę, której owoce na pewno przyjdą. Z Waszym wsparciem jest to więcej niż pewne! POLSKA RACJA - KONFEDERACJA!🇵🇱  #NaprzódPolsko #Konfederacja #Sejm",pl,2020-10-19 15:19:04
1318179862386003968,1318179855268270081,2020-10-19,15:19:04,"Jesteśmy przygotowani na długą, ciężką walkę, absolutnie nic nas nie zniechęci-ani totalny rząd, ani totalna opozycja. Krok po kroku rozwijamy się jako ugrupowanie propolskie, merytoryczne i pragnące realnych, systemowych zmian, a nie dalszego pudrowania III RP i pozorów działań.",pl,2020-10-19 15:19:04
1318179860683067394,1318179855268270081,2020-10-19,15:19:04,"Tak, rząd PiS jest władzą totalną, która odrzuca niemal wszystko co zaproponuje nasza opozycja merytoryczna, ale ani trochę nas to nie zraża. Mamy zobowiązanie wobec Was, naszych wyborców oraz wszystkich obywateli, do ciężkiej i rzeczowej pracy na rzecz naprawy Polski.",pl,2020-10-19 15:19:04
1318179858988617728,1318179855268270081,2020-10-19,15:19:03,"To nie wszystko - wielu naszych posłów wyróżnia się w pracach komisji sejmowych do których należą. Składają poprawki do projektów i starają się przekonać PiS do naprawienia swoich projektów ustaw lub starają się blokować te złe i szkodliwe projekty, których jest całe mnóstwo.",pl,2020-10-19 15:19:03
1318179857285713923,1318179855268270081,2020-10-19,15:19:03,"Po 1. roku kadencji @GrzegorzBraun_ zanotował najwięcej występów (181!) na sali plenarnej ze wszystkich posłów w Sejmie! Łącznie aż 5 naszych posłów (także @SosnierzTv, @JkmMikke, @RobertWinnicki, @krzysztofbosak ,a tuż za nimi jest @Kulesza_pl) jest w pierwszej ""dwudziestce""!!",pl,2020-10-19 15:19:03
1318178972312559616,1318159964763004928,2020-10-19,15:15:32,"@KONFEDERACJA_ @Partia_KORWiN ""lockdown""? на каком языке?  musi rusycyzm jakiś.",und,2020-10-19 15:15:32
