id,date,time,name,tweet,language,timestamp
1317526933261996038,2020-10-17,20:04:34,Konfederacja,@JEmilewicz @bbudka To nie jest FAKE?? 😬 A może lato 2025 byłoby korzystniejszym dla Państwa terminem na rozliczenia? 15 lipca o 12:00 będzie pasować?🤔,pl,2020-10-17 20:04:34
1317486940422365186,2020-10-17,17:25:38,Konfederacja,"Jest moc🔥Rekordowe poparcie dla #Konfederacja❗Ideowa prawica rośnie w siłę❗🇵🇱  Przebijamy się coraz bardziej jako jedyne merytoryczne i zdroworozsądkowe ugrupowanie w Sejmie, która całkowicie poświęca się walce o interes obywateli.  DOŁĄCZ DO NAS! 👉  https://t.co/Ts50bCcXV6  https://t.co/slzPZLYIA9",pl,2020-10-17 17:25:38
1317466353503174656,2020-10-17,16:03:50,Konfederacja,"Obecna metoda walki z #koronawirus w długim terminie powoduje ogromne szkody, w krótkim terminie jest nieskuteczna, za to prowadzi do zniszczenia naszej gospodarki oraz jest mrzonką, która ma przekonać ludzi, że rząd coś robi - @SlawomirMentzen   https://t.co/rWfuOwkKrz",pl,2020-10-17 16:03:50
1317375595119083521,2020-10-17,10:03:12,Konfederacja,Rząd wprowadził drugi lockdown! To zbrodnia na polskiej gospodarce!  #Konfederacja #Lockdown2  https://t.co/CaPSRq39LF,pl,2020-10-17 10:03:12
1317371656776581121,2020-10-17,09:47:33,Konfederacja,"Umieściliśmy stosowny komentarz: tak wygląda ""tworzenie prawa"" w Polsce 2020. Już o 10 widzimy się na proteście w obronie branży fitness i przeciw #lockdown2! Jak tylko możemy wspieramy poszkodowanych przez rząd obywateli! NIE dla niszczenia polskiej gospodarki! #NaprzódPolsko",pl,2020-10-17 09:47:33
1317371655279288321,2020-10-17,09:47:32,Konfederacja,"Na profilu Ministerstwa Sportu (w panice?) pojawiają się niezrozumiałe ""nowe zasady dotyczące siłowni""... I to po konferencji premiera i ministra zdrowia oraz prezentacji slajdów, po których wszystko miało być jasne, a jest jeszcze bardziej bezsensowne i absurdalne.",pl,2020-10-17 09:47:32
1317371653089787904,2020-10-17,09:47:32,Konfederacja,"Powiedzieć, rządowy cyrk to powiedzieć mało. Oni naprawdę piszą tam wszystko ""na kolanie"" i „na wariata"". Już o 10:00 protest branży fitness na Placu Zamkowym w Warszawie, na którym pojawi się również #Konfederacja - @krzysztofbosak @RobertWinnicki i nasze warszawskie kluby.  https://t.co/9ZtIY4jHC2",pl,2020-10-17 09:47:32
1317228841958592514,2020-10-17,00:20:03,Konfederacja,"Rządzący nie rozumieją rynku, nie wiedzą jak bardzo ich decyzje wpłyną na istnienie firm i miejsc pracy. Musimy im to uświadomić! Konfederacja walczy w obronie kolejnej niszczonej branży! Dołącz do wydarzenia i bądź tam jutro razem z nami:  https://t.co/hSeIfCz9IU",pl,2020-10-17 00:20:03
1317228840046002176,2020-10-17,00:20:03,Konfederacja,"Z kolei poseł @ArturDziambor zapowiedział na poniedziałek konferencję prasową Klubu Konfederacji w Gdyni, wraz z pracownikami branży, pod jedną z gdyńskich siłowni. A w środę w Sejmie poseł Dziambor zorganizuje specjalną konferencję w obronie branży fitness.",pl,2020-10-17 00:20:03
1317228838120771584,2020-10-17,00:20:02,Konfederacja,"To absurd tym większy, że chodzi o miejsca, które pomagają budować odporność. Nie możemy na to pozwolić! Dlatego już jutro na proteście branży w Warszawie pojawi się jeden z naszych liderów, @krzysztofbosak, a także warszawskie #klubykonfederacji.",pl,2020-10-17 00:20:02
1317228835348353025,2020-10-17,00:20:01,Konfederacja,"#Konfederacja wspiera branżę fitness! Wprowadzony wczoraj #Lockdown2 sprawia, że wiele branż gospodarki może zbankrutować, tysiące przedsiębiorców i pracowników straci pracę. Jedną z nich jest branża fitness, której władza zawiesza działalność.  https://t.co/XMQ9O2L9AB",pl,2020-10-17 00:20:01
1317106061426462720,2020-10-16,16:12:10,Konfederacja,"Kiedy zakładaliśmy jako posłowie ten zespół spotykaliśmy się z kpinami, ale my jako ojcowie znamy ten temat i uważamy, że jest to jeden z najważniejszych elementów naszego życia społecznego. Dziękuję wszystkim zaangażowanym w ten temat. Wspólnie może zmienić wiele na lepsze!  https://t.co/MyVWcBmp5h",pl,2020-10-16 16:12:10
