id,conversation_id,date,time,tweet,language,timestamp
1318179045197172742,1318177208054255622,2020-10-19,15:15:49,@partiarazem @pisorgpl Skończy się zabijanie nienarodzonych dzieci z podejrzeniem o Zespół Downa.  Chyba prawidłowo.,pl,2020-10-19 15:15:49
1318178630900633600,1318177208054255622,2020-10-19,15:14:10,"@partiarazem @pisorgpl A wy cały czas, chcecie zmuszać je do popełniania ludobójstwa głosząc ideologiczne durnoty! Ale lewicowość to zamordyzm od rzezie Wandei...",pl,2020-10-19 15:14:10
1318178455930929153,1318177208054255622,2020-10-19,15:13:29,"@partiarazem @pisorgpl Dzieci ze śmiertelnymi dysfunkcjami to nieznaczna część przeprowadzanych w Polsce aborcji. Zdecydowana większość ludzi, którym lewica odmawia prawa do życia, to dzieci podejrzane (!) o zespół Downa lub zespół Turnera. To one skorzystałyby na rozszerzeniu ochrony życia przez TK.",pl,2020-10-19 15:13:29
1318177951855353862,1318177208054255622,2020-10-19,15:11:28,@partiarazem @pisorgpl  https://t.co/kjQbzUhpRN,und,2020-10-19 15:11:28
1318177504545394690,1318177208054255622,2020-10-19,15:09:42,@partiarazem @pisorgpl Parasolki na ulicę!,pl,2020-10-19 15:09:42
1318154119639666690,1318116531801366528,2020-10-19,13:36:46,"@partiarazem @AndrzejDuda Nah, poprawność polityczna jest taką śmieszną rzeczą, jak ciche ograniczanie wolności słowa. Ale to pomijając. Nie licząc, braku pomocy psychologicznej i środków higieny, to ze wszystkim się zgodzę +/- Choć nie zbyt mi odpowiada królowanie malusiej Gretki i końca świata za 2 lata",pl,2020-10-19 13:36:46
1318153189636640768,1318153189636640768,2020-10-19,13:33:05,"@partiarazem rusza z akcją #PowiedzKomuś  ‼️ 22 października Trybunał (nie)Konstytucyjny ma wydać wyrok i uniemożliwić usuwanie ciąży w przypadku ciężkich wad płodu. Nie ma na to naszej zgody  ‼️  Wszystko, co chcesz wiedzieć o #aborcja jest na @aborcjaadt  #WyrokNaKobiety  https://t.co/0K1mrOcApX",pl,2020-10-19 13:33:05
1318151502406574081,1318095630875676672,2020-10-19,13:26:22,@partiarazem @ZandbergRAZEM @MagdaBiejat To nie jest Trybunał Konstytucyjny tylko pisie marionetki,pl,2020-10-19 13:26:22
1318147013071020033,1318095630875676672,2020-10-19,13:08:32,@partiarazem @ZandbergRAZEM @MagdaBiejat Nie wolno zabijac dzieci nie narodzonych zrozumcie to wreszcie lewavkie debile,pl,2020-10-19 13:08:32
1318142248891129858,1318116531801366528,2020-10-19,12:49:36,@partiarazem @AndrzejDuda Brak srajki? :))) no nie.. kupujcie poki znowu ludzie sie nie rzucą na srajke :),pl,2020-10-19 12:49:36
1318135029428617216,1318095630875676672,2020-10-19,12:20:55,@partiarazem @ZandbergRAZEM @MagdaBiejat I co z tego. Przecież ludzie tak chcą. Jakby nie chcieli to by na was głosowali.,pl,2020-10-19 12:20:55
1318131896073789442,1318095630875676672,2020-10-19,12:08:28,"@partiarazem @ZandbergRAZEM @MagdaBiejat Dlaczego mamusia tej pani  nie usunęła jej , świat by nie musiał się z nią męczyć przed tyle lat.",pl,2020-10-19 12:08:28
1318128402298228736,1318116531801366528,2020-10-19,11:54:35,"@partiarazem @AndrzejDuda Absurdalnie szczegółowa postawa programowa, kształcenie nauczycieli pozbawione podstawowych umiejętności pracy z ludźmi, awans zawodowy oparty o kolekcjonowanie papierków...",pl,2020-10-19 11:54:35
1318125851284787206,1318095630875676672,2020-10-19,11:44:27,"@partiarazem @ZandbergRAZEM @MagdaBiejat Razem @partiarazem to nie będziecie, się pieprzyć z kim popadnie.  A jak chcecie to robić jak suki, to zabezpieczajcie swoją macicę.",pl,2020-10-19 11:44:27
1318122456725528577,1318116531801366528,2020-10-19,11:30:57,"@partiarazem @AndrzejDuda No tak, mniej matematyki i zamiast tego edukacja klimatyczna. A potem zdziwienie że 2.2%",pl,2020-10-19 11:30:57
1318117021356380161,1318116531801366528,2020-10-19,11:09:21,@partiarazem O czym ten gość pie........li !,pl,2020-10-19 11:09:21
1318105927858458630,1318095630875676672,2020-10-19,10:25:17,"@partiarazem @MagdaBiejat ok, dziękuję",pl,2020-10-19 10:25:17
